Faculty,Course_Id,Course Name,CRN,Lec Lab Tut,Section,Tme_start,Time_end,MTWTF,Course Description,Seats Available,Enrollment,Waitlist Seats,Waitlist Enrolled,Term,Cedit Hours,Location,Instructor ,Tuition,Campus
BIOL,3329,Applied Entomology.,18272,Lab,B02,835,1125,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3329,Applied Entomology.,14377,Lec,N/A,1735,2025,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3336,Vertebrate Functional Morph,20293,Lec,N/A,1335,1425,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3336,Vertebrate Functional Morph,20294,Lab,B01,1435,1625,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3430,Intro to Human Histology,14380,Lab,B01,1435,1625,00001,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3430,Intro to Human Histology,14379,Lec,N/A,835,925,00101,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3580,Philosophy of Biology,14381,Lec,N/A,1005,1125,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3601,Nature Conservation,20295,Lec,N/A,1305,1425,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3601,Nature Conservation,20296,Tut,T01,1435,1625,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3601,Nature Conservation,20297,Tut,T02,1435,1625,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3601,Nature Conservation,20298,Tut,T03,1435,1625,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3601,Nature Conservation,20299,Tut,T04,1435,1625,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3601,Nature Conservation,20300,Tut,T05,1435,1625,10010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3761,Marine Ecology,14383,Tut,T01,1135,1225,11000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3761,Marine Ecology,14382,Lec,N/A,1035,1125,11101,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3800,Experiential Learning,14384,Int,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,3800,Experiential Learning,20301,Int,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4001,Environmental Impact Assess.,14385,Lec,N/A,1335,1525,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4001,Environmental Impact Assess.,14386,Tut,T01,1535,1625,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4035,Human Genetics,20303,Tut,T01,1435,1625,11001,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4035,Human Genetics,20302,Lec,N/A,935,1025,11101,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4062,Analysis of Biological Data,14388,Tut,T01,1005,1125,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4062,Analysis of Biological Data,14387,Lec,N/A,1005,1125,11100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4065,Sustainability and Complexity,14389,Lec,N/A,1335,1625,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4080,Laboratory Studies of Fishes,20304,Lec,N/A,1305,1555,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4220,Plant Cell Biology,14390,Lec,N/A,1135,1255,11100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4323,Biologging in Ecology,14392,Lab,B01,1435,1725,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4323,Biologging in Ecology,14391,Lec,N/A,1005,1125,11100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4369,Fisheries Oceanography,20305,Lec,N/A,835,955,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4370,Deep Sea Biology,14393,Lec,N/A,1035,1125,11101,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4444,Leadership in Science,14394,Lec,N/A,1805,1955,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4444,Leadership in Science,14395,Tut,T01,2005,2055,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4500,The Evolution of Life Historie,23883,Lec,N/A,1135,1225,11101,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4661,Biological Oceanography,20306,Lec,N/A,1005,1125,10100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4662,Biology of Phytoplankton,20307,Lec,N/A,835,955,10100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4806,Spec Topics: Independent Study,14396,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4806,Spec Topics: Independant Study,20308,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4807,Spec Topics: Independent Study,14397,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4807,Spec Topics: Independant Study,20309,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4811,Special Topics,24166,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4850,Geographic Info Scie Res Proj,20310,Lec,N/A,1735,2025,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4900,X Honours Research & Thesis,17555,Lec,N/A,1135,1255,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4900,Y Honours Research & Thesis,23188,Lec,N/A,1135,1255,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4901,Honours Research & Thesis I,14398,Lec,N/A,1135,1255,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4901,Honours Research & Thesis I,20311,Lec,N/A,1135,1255,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4902,Honours Research & Thesis II,14399,Lec,N/A,1135,1255,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,4902,Honours Research & Thesis II,20312,Lec,N/A,1135,1255,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5035,Human Genetics,22451,Tut,T01,1435,1625,11011,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5035,Human Genetics,22450,Lec,N/A,935,1025,11101,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5042,Marine Conservation Genetics,16782,Lec,N/A,1005,1125,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5062,Analysis of Biological Data,16783,Lec,N/A,1005,1125,11100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5105,MedicalBiotechnology,18113,Lec,N/A,1435,1555,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5220,Plant Cell Biology,16784,Lec,N/A,1135,1255,11100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5602,Introduction to Aquaculture,24176,Lec,N/A,1605,1725,10110,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5651,Marine Mammal Evolution,16785,Lec,N/A,1135,1255,11110,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5660,Aquaculture Modelling,16786,Lec,N/A,1805,2055,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5661,Biological Oceanography,22452,Lec,N/A,1005,1125,10100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5665,Hacking the Blue Planet,16787,Lec,N/A,1305,1425,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5700,X Communication Skills-Scientist,17556,Lec,N/A,1335,1625,00001,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5700,Y Communication Skills-Scientist,23189,Lec,N/A,1335,1625,00011,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5701,Communication Assignment,16788,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5701,Y Communication Assignment,23190,Lec,N/A,1435,1725,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5701,X Communication Assignment,17557,Lec,N/A,1435,1725,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5705,X Grad Module Class I,17558,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5705,Grad Module Class I,22453,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5705,Y Grad Module Class I,23191,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5706,X Grad Module Class II,17559,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5706,Grad Module Class II,22454,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5706,Y Grad Module Class II,23192,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5707,X Grad Module Class III,17560,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5707,Y Grad Module Class III,23193,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5708,X Additional Modules,17561,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5708,Y Additional Modules,23194,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5802,Special Topics: Anml Behaviour,16789,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5802,Special Topics: Anml Behaviour,22455,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5803,Spec Topic Animal Physiology,16790,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5803,Spec Topic: Animal Physiology,22456,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5804,Special Topics: Animal Science,16791,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5804,Special Topics: Animal Science,22457,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5805,Special Topics: Aquaculture,16792,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5805,Special Topics: Aquaculture,22458,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5806,Special Topics: Biochemistry,16793,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5806,Special Topics: Biochemistry,22459,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5807,Spec Topic Biol Education,16794,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5807,Spec Topic Biol Education,22460,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5808,Spec Topic Biomathematics,16795,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5808,Spec Topic Biomathematics,22461,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5809,Spec Topic Biostatistics,16796,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5809,Spec Topic Biostatistics,22462,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5810,Spec Topic Cell Biology,16797,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5810,Spec Topic Cell Biology,22463,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5811,Spec Topic Develop Biology,16798,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5811,Spec Topic Develop Biology,22464,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5812,Spec Topic Ecology,16799,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5812,Spec Topic Ecology,22465,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5813,Spec Topic Envir Biology,16800,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5813,Spec Topic Envir Biology,22466,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5814,Spec Topic Evolut Biology,16801,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5814,Spec Topic Evolut Biology,22467,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5815,Special Topics: Fish Biology,16802,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5815,Special Topics: Fish Biology,22468,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5816,Spec Topic Funct. Morphol.,16803,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5816,Spec Topic Funct. Morphol.,22469,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5817,Special Topics: Genetics,16804,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5817,Special Topics: Genetics,22470,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5818,Spec Topic Hist of Biology,16805,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5818,Spec Topic Hist of Biology,22471,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5819,Spec Topic Industrial Micro,16806,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5819,Spec Topic Industrial Micro,22472,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5820,Special Topics: Limnology,16807,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5820,Special Topics: Limnology,22473,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5821,Spec Topic Marine Biology,16808,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5821,Spec Topic Marine Biology,22474,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5822,Spec Topic Marine Ecology,16809,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5822,Spec Topic Marine Ecology,22475,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5823,Spec Topic Marine Microbiology,16810,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5823,Spec Topic Marine Microbiology,22476,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5824,Spec Topic Microbiology,16811,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5824,Spec Topic Microbiology,22477,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5825,Spec Topic Molecular Biology,16812,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5825,Spec Topic Molecular Biology,22478,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5826,Spec Topic Phil of Biology,16813,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5826,Spec Topic Phil of Biology,22479,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5827,Spec Topic Phycology,16814,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5827,Spec Topic Phycology,22480,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5828,Spec Topic Plant Biology,16815,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5828,Spec Topic Plant Biology,22481,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5829,Spec Topic Plant Ecology,16816,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5829,Spec Topic Plant Ecology,22482,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5830,Spec Topic Plant Physiology,16817,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5830,Spec Topic Plant Physiology,22483,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5831,Spec Topic Plant Science,16818,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5831,Spec Topic Plant Science,22484,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5832,Spec Topic Population Biol,16819,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5832,Spec Topic Population Biol,22485,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5833,Spec Topic Zoology,16820,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,5833,Spec Topic Zoology,22486,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,8891,Co-op Work Term I,14400,WkT,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,8891,Co-op Work Term I,20313,WkT,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,8892,Co-op Work Term II,14401,WkT,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,8892,Co-op Work Term II,20314,WkT,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,8893,Co-op Work Term III,14402,WkT,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,8893,Co-op Work Term III,20315,WkT,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,8894,Co-op Work Term IV,18381,WkT,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,8895,Co-op Work Term V,14403,WkT,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,8895,Co-op Work Term V,20316,WkT,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,9000,Master's Thesis,16821,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,9000,Master's Thesis,22487,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,9530,Doctoral Thesis,16822,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BIOL,9530,Doctoral Thesis,22488,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,3000,Technology in Medicine,23876,Lec,N/A,1605,1725,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5010,Intro Hum Physiology/Graduate,24021,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5020,Cell and Molecular Biology,16823,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5060,X Clinical Technologies,17562,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5060,Y Clinical Technologies,23195,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5110,Biocompat & Biomateri Desgn,16824,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5150,Intro to Tissue Engineering,22489,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5210,"Biomed Inst, Data Acq. & Anal",16825,Lec,N/A,1005,1125,00110,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5210,"Biomed Inst, Data Acq. & Anal",16826,Lab,B01,1135,1425,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5230,Biomedical Signals,22490,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5260,Principles of Medical Imaging,24008,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5310,Biomedical Business I,16828,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5410,Dir Read in Biomedical Eng,16829,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5410,Dir Read in Biomedical Eng,22491,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5420,Directed Read Biomedical Eng,16830,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5420,Directed Read Biomedical Eng,22492,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5430,Directed Read Biomedical Eng,16831,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5430,Directed Read Biomedical Eng,22493,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
BMNG,5500,BME MSC Seminar,16832,Lec,N/A,1135,1255,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
